"id_tiempo","id_fecha","id_estado_cielo","temperatura","sensacion_termica","racha_max","precipitacion","nieve","humedad_relativa","probabilidad_de_nieve","probabilidad_de_tormenta","direccion_viento","velocidad_del_viento","id_municipio"
1559,17,2,18,18,27.0,0.0,0,97,0,5,NE,19,35
1560,18,5,18,18,22.0,0.0,0,100,0,5,NE,18,35
1561,19,4,18,18,22.0,0.0,0,100,0,5,NE,15,35
1562,20,8,18,18,24.0,0.0,0,100,0,5,NE,15,35
1563,21,2,17,17,23.0,0.0,0,100,0,10,NE,16,35
1564,22,8,20,20,19.0,0.0,0,97,0,10,NE,16,35
1565,23,8,22,22,40.0,0.0,0,89,0,10,E,11,35
1566,24,8,24,24,33.0,0.0,0,76,0,10,SE,27,35
1567,25,1,25,25,25.0,0.0,0,67,0,10,NE,22,35
1568,26,1,27,28,30.0,0.0,0,64,0,10,NE,16,35
1569,27,8,28,29,40.0,0.0,0,57,0,45,NE,19,35
1570,28,2,29,30,34.0,0.0,0,49,0,45,NE,26,35
1571,29,4,30,30,32.0,0.0,0,40,0,45,NE,21,35
1572,30,6,30,30,26.0,0.0,0,43,0,45,E,19,35
1573,31,5,29,29,26.0,0.0,0,48,0,45,E,14,35
1574,32,6,28,29,25.0,0.0,0,54,0,45,NE,15,35
1575,33,4,27,28,24.0,0.0,0,59,0,10,E,15,35
1576,34,1,25,25,22.0,0.0,0,60,0,10,E,13,35
1577,35,1,23,23,18.0,0.0,0,67,0,10,NE,15,35
1578,36,4,21,21,21.0,0.0,0,75,0,10,E,12,35
1579,37,2,21,21,23.0,0.0,0,79,0,10,NE,14,35
1580,38,8,21,21,25.0,0.0,0,75,0,10,E,14,35
1581,39,2,20,20,34.0,0.0,0,72,0,0,SE,17,35
1582,40,8,20,20,26.0,0.0,0,77,0,0,E,22,35
1583,41,6,19,19,21.0,0.0,0,78,0,0,E,17,35
1584,42,6,19,19,22.0,0.0,0,78,0,0,NE,13,35
1585,43,5,18,18,15.0,0.0,0,79,0,0,NE,14,35
1586,44,1,18,18,14.0,0.0,0,80,0,0,E,9,35
1587,1,9,25,25,23.0,0.1,0,55,0,50,E,9,36
1588,2,9,26,26,25.0,0.1,0,45,0,50,SE,10,36
1589,3,4,27,27,31.0,0.0,0,39,0,65,S,11,36
1590,4,8,27,27,32.0,0.0,0,39,0,65,S,14,36
1591,5,2,28,28,37.0,0.0,0,38,0,65,S,14,36
1592,6,6,28,28,30.0,0.0,0,41,0,65,SE,18,36
1593,7,5,25,25,21.0,0.0,0,54,0,65,SE,11,36
1594,8,7,22,22,14.0,0.4,0,62,0,65,E,9,36
1595,9,1,24,24,12.0,0.0,0,76,0,35,NE,9,36
1596,10,5,21,21,20.0,0.0,0,77,0,35,S,2,36
1597,11,5,19,19,16.0,0.0,0,78,0,35,N,12,36
1598,12,5,18,18,11.0,0.0,0,85,0,35,N,9,36
1599,13,5,18,18,15.0,0.0,0,84,0,35,NO,7,36
1600,14,6,18,18,12.0,0.0,0,82,0,35,NO,9,36
1601,15,6,18,18,11.0,0.0,0,80,0,5,NO,7,36
1602,16,6,18,18,14.0,0.0,0,80,0,5,N,6,36
1603,17,6,17,17,15.0,0.0,0,82,0,5,N,8,36
1604,18,6,17,17,12.0,0.0,0,83,0,5,N,8,36
1605,19,5,17,17,15.0,0.0,0,85,0,5,N,6,36
1606,20,6,17,17,12.0,0.0,0,88,0,5,N,8,36
1607,21,6,17,17,13.0,0.0,0,88,0,10,N,7,36
1608,22,4,19,19,27.0,0.0,0,85,0,10,N,7,36
1609,23,8,21,21,27.0,0.0,0,82,0,10,E,14,36
1610,24,19,23,23,18.0,0.0,0,74,0,10,E,14,36
1611,25,8,25,25,21.0,0.0,0,77,0,10,E,10,36
1612,26,1,26,26,15.0,0.0,0,67,0,10,NE,12,36
1613,27,7,27,28,26.0,0.1,0,56,0,50,N,6,36
1614,28,9,28,28,26.0,0.1,0,45,0,50,E,11,36
1615,29,7,29,29,21.0,0.1,0,44,0,50,NE,12,36
1616,30,7,30,30,24.0,0.1,0,42,0,50,NE,9,36
1617,31,7,29,29,22.0,0.1,0,47,0,50,E,11,36
1618,32,7,28,28,19.0,0.1,0,49,0,50,NE,10,36
1619,33,8,27,28,12.0,0.0,0,53,0,10,NE,10,36
1620,34,1,24,24,18.0,0.0,0,62,0,10,NE,7,36
1621,35,1,22,22,13.0,0.0,0,72,0,10,N,10,36
1622,36,1,20,20,15.0,0.0,0,84,0,10,N,8,36
1623,37,6,20,20,16.0,0.0,0,85,0,10,N,8,36
1624,38,6,20,20,15.0,0.0,0,87,0,10,NE,9,36
1625,39,5,20,20,18.0,0.0,0,87,0,0,NE,9,36
1626,40,5,19,19,14.0,0.0,0,83,0,0,E,9,36
1627,41,2,19,19,18.0,0.0,0,86,0,0,NE,7,36
1628,42,5,18,18,14.0,0.0,0,89,0,0,N,10,36
1629,43,4,18,18,13.0,0.0,0,88,0,0,NO,8,36
1630,44,1,18,18,8.0,0.0,0,87,0,0,NO,7,36
1631,1,8,22,22,34.0,0.0,0,62,0,70,SE,10,37
1632,2,1,24,24,33.0,0.0,0,56,0,70,SE,13,37
1633,3,8,23,23,36.0,0.0,0,55,0,70,SE,13,37
1634,4,8,22,22,37.0,0.0,0,60,0,70,S,15,37
1635,5,4,24,24,37.0,0.0,0,52,0,70,S,16,37
1636,6,3,23,23,36.0,0.1,0,50,0,70,S,15,37
1637,7,1,24,24,34.0,0.0,0,49,0,70,S,15,37
1638,8,1,21,21,17.0,0.0,0,37,0,70,SE,11,37
1639,9,1,18,18,12.0,0.0,0,57,0,55,SE,5,37
1640,10,8,18,18,11.0,0.0,0,65,0,55,NE,4,37
1641,11,7,17,17,12.0,0.1,0,68,0,55,NE,2,37
1642,12,6,17,17,9.0,0.0,0,73,0,55,NE,5,37
1643,13,6,16,16,10.0,0.0,0,73,0,55,E,4,37
1644,14,5,16,16,10.0,0.0,0,76,0,55,NE,5,37
1645,15,1,15,15,19.0,0.0,0,79,0,10,E,5,37
1646,16,1,15,15,14.0,0.0,0,81,0,10,E,9,37
1647,17,6,16,16,13.0,0.0,0,82,0,10,E,7,37
1648,18,6,16,16,6.0,0.0,0,85,0,10,E,5,37
1649,19,5,16,16,6.0,0.0,0,86,0,10,N,2,37
1650,20,5,16,16,10.0,0.0,0,83,0,10,N,3,37
1651,21,5,16,16,11.0,0.0,0,84,0,65,NE,5,37
1652,22,5,18,18,19.0,0.0,0,78,0,65,N,5,37
1653,23,8,19,19,31.0,0.0,0,75,0,65,S,7,37
1654,24,9,21,21,30.0,0.1,0,72,0,65,SE,12,37
1655,25,10,22,22,55.0,5.0,0,69,0,65,E,9,37
1656,26,18,24,24,26.0,2.0,0,52,0,65,SE,20,37
1657,27,9,25,25,18.0,0.1,0,40,0,60,N,10,37
1658,28,7,26,26,18.0,0.1,0,42,0,60,SO,6,37
1659,29,7,26,26,17.0,0.1,0,42,0,60,SO,6,37
1660,30,7,26,26,21.0,0.1,0,43,0,60,S,6,37
1661,31,7,25,25,25.0,0.1,0,45,0,60,SE,7,37
1662,32,7,24,24,16.0,0.1,0,46,0,60,SE,9,37
1663,33,6,23,23,17.0,0.0,0,50,0,20,E,6,37
1664,34,6,21,21,16.0,0.0,0,62,0,20,E,7,37
1665,35,6,19,19,10.0,0.0,0,72,0,20,E,7,37
1666,36,6,17,17,15.0,0.0,0,84,0,20,E,5,37
1667,37,2,17,17,24.0,0.0,0,82,0,20,E,7,37
1668,38,6,17,17,24.0,0.0,0,85,0,20,SE,10,37
1669,39,6,16,16,19.0,0.0,0,82,0,0,SE,10,37
1670,40,4,16,16,20.0,0.0,0,80,0,0,SE,8,37
1671,41,5,16,16,14.0,0.0,0,82,0,0,E,8,37
1672,42,5,15,15,11.0,0.0,0,86,0,0,SE,5,37
1673,43,6,15,15,9.0,0.0,0,82,0,0,NE,5,37
1674,44,1,15,15,8.0,0.0,0,73,0,0,E,4,37
1675,1,8,23,23,16.0,0.0,0,74,0,75,SE,5,38
1676,2,1,25,25,22.0,0.0,0,69,0,75,SE,7,38
1677,3,1,26,26,24.0,0.0,0,60,0,75,SE,9,38
1678,4,1,25,25,23.0,0.0,0,63,0,75,S,10,38
1679,5,1,24,24,17.0,0.0,0,66,0,75,SO,10,38
1680,6,3,23,23,56.0,0.1,0,62,0,75,S,7,38
1681,7,8,22,22,6.0,0.0,0,73,0,75,SE,19,38
1682,8,11,21,21,13.0,0.4,0,62,0,75,SO,3,38
1683,9,5,21,21,14.0,0.0,0,75,0,65,NE,7,38
1684,10,2,20,20,12.0,0.0,0,76,0,65,NE,5,38
1685,11,1,19,19,7.0,0.0,0,78,0,65,NO,7,38
1686,12,2,18,18,6.0,0.0,0,74,0,65,NO,4,38
1687,13,4,18,18,18.0,0.0,0,79,0,65,NE,3,38
1688,14,9,17,17,28.0,0.7,0,87,0,65,N,8,38
1689,15,2,16,16,17.0,0.0,0,100,0,10,NO,15,38
1690,16,2,16,16,15.0,0.0,0,100,0,10,NO,10,38
1691,17,4,15,15,12.0,0.0,0,100,0,10,NO,8,38
1692,18,4,15,15,10.0,0.0,0,100,0,10,NO,7,38
1693,19,8,15,15,5.0,0.0,0,100,0,10,N,5,38
1694,20,6,15,15,10.0,0.0,0,100,0,10,N,2,38
1695,21,5,14,14,13.0,0.0,0,100,0,45,NO,5,38
1696,22,6,17,17,13.0,0.0,0,94,0,45,N,7,38
1697,23,8,20,20,25.0,0.0,0,80,0,45,NE,4,38
1698,24,8,22,22,43.0,0.0,0,77,0,45,SE,13,38
1699,25,8,24,24,21.0,0.0,0,71,0,45,SE,23,38
1700,26,8,26,26,31.0,0.0,0,55,0,45,O,11,38
1701,27,7,27,27,26.0,0.1,0,49,0,60,N,16,38
1702,28,7,28,28,14.0,0.1,0,45,0,60,NO,12,38
1703,29,7,28,28,17.0,0.1,0,40,0,60,NO,2,38
1704,30,7,29,29,17.0,0.1,0,35,0,60,S,7,38
1705,31,7,27,27,15.0,0.1,0,45,0,60,S,6,38
1706,32,7,26,26,6.0,0.1,0,56,0,60,S,6,38
1707,33,1,24,24,3.0,0.0,0,61,0,35,SE,2,38
1708,34,6,22,22,4.0,0.0,0,75,0,35,NE,1,38
1709,35,5,21,21,5.0,0.0,0,85,0,35,O,2,38
1710,36,2,19,19,3.0,0.0,0,91,0,35,NO,2,38
1711,37,2,18,18,2.0,0.0,0,88,0,35,N,2,38
1712,38,6,18,18,4.0,0.0,0,99,0,35,SO,1,38
1713,39,6,18,18,5.0,0.0,0,97,0,0,N,2,38
1714,40,5,18,18,10.0,0.0,0,90,0,0,SE,3,38
1715,41,4,17,17,7.0,0.0,0,87,0,0,E,4,38
1716,42,6,16,16,13.0,0.0,0,99,0,0,NO,3,38
1717,43,5,16,16,13.0,0.0,0,94,0,0,N,8,38
1718,44,1,15,15,8.0,0.0,0,97,0,0,N,8,38
1719,1,9,25,25,21.0,0.1,0,56,0,65,E,11,39
1720,2,7,26,26,22.0,0.1,0,51,0,65,E,9,39
1721,3,8,27,27,26.0,0.0,0,45,0,70,SE,10,39
1722,4,2,28,28,27.0,0.0,0,39,0,70,SE,12,39
1723,5,2,29,29,23.0,0.0,0,36,0,70,SE,12,39
1724,6,4,29,29,24.0,0.0,0,38,0,70,S,8,39
1725,7,14,27,28,33.0,0.3,0,54,0,70,E,12,39
1726,8,6,24,24,21.0,0.0,0,59,0,70,NE,20,39
1727,9,1,22,22,13.0,0.0,0,58,0,45,NE,7,39
1728,10,6,21,21,21.0,0.0,0,66,0,45,SE,8,39
1729,11,6,19,19,16.0,0.0,0,71,0,45,NE,13,39
1730,12,6,19,19,12.0,0.0,0,66,0,45,E,10,39
1731,13,4,19,19,10.0,0.0,0,72,0,45,NE,7,39
1732,14,6,19,19,5.0,0.0,0,76,0,45,SO,2,39
1733,15,1,18,18,4.0,0.0,0,79,0,5,O,3,39
1734,16,6,18,18,21.0,0.0,0,79,0,5,O,2,39
1735,17,1,18,18,30.0,0.0,0,76,0,5,NE,13,39
1736,18,6,18,18,25.0,0.0,0,81,0,5,NE,18,39
1737,19,6,17,17,29.0,0.0,0,87,0,5,E,15,39
1738,20,4,17,17,27.0,0.0,0,95,0,5,NE,18,39
1739,21,5,17,17,30.0,0.0,0,99,0,20,NE,16,39
1740,22,2,20,20,34.0,0.0,0,87,0,20,NE,16,39
1741,23,8,22,22,34.0,0.0,0,78,0,20,E,19,39
1742,24,8,25,25,21.0,0.0,0,68,0,20,E,20,39
1743,25,2,26,26,40.0,0.0,0,71,0,20,E,13,39
1744,26,1,27,28,22.0,0.0,0,58,0,20,NE,24,39
1745,27,7,29,29,32.0,0.1,0,47,0,55,E,10,39
1746,28,9,29,29,30.0,0.1,0,44,0,55,NE,17,39
1747,29,1,30,30,25.0,0.0,0,39,0,55,NE,14,39
1748,30,7,30,30,28.0,0.1,0,40,0,55,NE,12,39
1749,31,7,29,29,26.0,0.1,0,42,0,55,E,15,39
1750,32,7,27,27,18.0,0.1,0,48,0,55,E,13,39
1751,33,2,26,26,16.0,0.0,0,54,0,15,NE,10,39
1752,34,1,23,23,20.0,0.0,0,71,0,15,E,10,39
1753,35,1,21,21,22.0,0.0,0,82,0,15,NE,12,39
1754,36,6,19,19,22.0,0.0,0,80,0,15,NE,13,39
1755,37,6,19,19,26.0,0.0,0,86,0,15,NE,13,39
1756,38,2,20,20,25.0,0.0,0,87,0,15,NE,16,39
1757,39,5,20,20,24.0,0.0,0,84,0,5,NE,14,39
1758,40,5,19,19,23.0,0.0,0,82,0,5,E,13,39
1759,41,5,19,19,10.0,0.0,0,85,0,5,E,14,39
1760,42,5,19,19,6.0,0.0,0,85,0,5,N,4,39
1761,43,6,18,18,10.0,0.0,0,84,0,5,NO,4,39
1762,44,1,18,18,8.0,0.0,0,86,0,5,NO,7,39
1763,1,7,24,24,20.0,0.1,0,59,0,75,E,10,40
1764,2,7,25,25,23.0,0.1,0,52,0,75,E,8,40
1765,3,8,26,26,29.0,0.0,0,47,0,75,SE,10,40
1766,4,8,27,27,38.0,0.0,0,43,0,75,S,16,40
1767,5,6,27,27,35.0,0.0,0,43,0,75,S,24,40
1768,6,6,27,27,34.0,0.0,0,41,0,75,S,21,40
1769,7,2,25,25,32.0,0.0,0,44,0,75,S,20,40
1770,8,7,23,23,31.0,0.2,0,49,0,75,S,17,40
1771,9,7,21,21,22.0,0.1,0,75,0,70,N,18,40
1772,10,7,20,20,23.0,0.1,0,72,0,70,NE,13,40
1773,11,7,19,19,28.0,0.1,0,83,0,70,N,16,40
1774,12,7,18,18,23.0,0.1,0,86,0,70,E,19,40
1775,13,14,18,18,29.0,0.1,0,87,0,70,NE,15,40
1776,14,14,17,17,31.0,0.1,0,89,0,70,E,20,40
1777,15,4,17,17,34.0,0.0,0,87,0,5,E,21,40
1778,16,2,17,17,36.0,0.0,0,100,0,5,SE,23,40
1779,17,6,17,17,26.0,0.0,0,100,0,5,SE,23,40
1780,18,2,17,17,29.0,0.0,0,100,0,5,SE,17,40
1781,19,8,17,17,30.0,0.0,0,100,0,5,SE,20,40
1782,20,6,17,17,33.0,0.0,0,100,0,5,SE,20,40
1783,21,6,16,16,29.0,0.0,0,100,0,10,SE,21,40
1784,22,6,19,19,55.0,0.0,0,96,0,10,E,19,40
1785,23,8,21,21,42.0,0.0,0,80,0,10,SE,37,40
1786,24,2,24,24,38.0,0.0,0,70,0,10,S,11,40
1787,25,1,25,25,34.0,0.0,0,61,0,10,E,25,40
1788,26,6,27,28,34.0,0.0,0,54,0,10,E,17,40
1789,27,14,28,29,25.0,0.1,0,55,0,70,N,19,40
1790,28,9,28,28,28.0,0.1,0,47,0,70,NE,12,40
1791,29,7,29,29,32.0,0.1,0,42,0,70,E,15,40
1792,30,14,30,30,33.0,0.1,0,41,0,70,SE,18,40
1793,31,14,28,28,38.0,0.1,0,45,0,70,E,16,40
1794,32,9,26,26,30.0,0.1,0,54,0,70,SE,24,40
1795,33,5,24,24,31.0,0.0,0,63,0,10,E,18,40
1796,34,6,23,23,22.0,0.0,0,69,0,10,E,16,40
1797,35,1,21,21,29.0,0.0,0,75,0,10,E,15,40
1798,36,4,20,20,34.0,0.0,0,80,0,10,E,20,40
1799,37,2,20,20,45.0,0.0,0,75,0,10,SE,23,40
1800,38,8,19,19,49.0,0.0,0,77,0,10,E,30,40
1801,39,8,19,19,62.0,0.0,0,76,0,5,SE,32,40
1802,40,8,19,19,41.0,0.0,0,81,0,5,SE,38,40
1803,41,13,18,18,27.0,0.0,0,85,0,5,SE,17,40
1804,42,1,17,17,14.0,0.0,0,94,0,5,SE,18,40
1805,43,5,17,17,11.0,0.0,0,94,0,5,N,9,40
1806,44,5,17,17,15.0,0.0,0,89,0,5,NE,6,40
1807,1,7,26,26,17.0,0.1,0,53,0,70,E,7,41
1808,2,7,27,27,18.0,0.1,0,48,0,70,E,6,41
1809,3,2,26,26,19.0,0.0,0,48,0,70,SE,6,41
1810,4,4,28,28,42.0,0.0,0,44,0,70,S,9,41
1811,5,5,29,29,40.0,0.0,0,41,0,70,SE,27,41
1812,6,2,28,28,37.0,0.0,0,39,0,70,S,21,41
1813,7,8,26,26,65.0,0.0,0,41,0,70,S,21,41
1814,8,3,23,23,23.0,0.1,0,67,0,70,O,43,41
1815,9,9,21,21,24.0,0.6,0,72,0,70,N,12,41
1816,10,5,21,21,30.0,0.0,0,75,0,70,NE,14,41
1817,11,5,20,20,22.0,0.0,0,78,0,70,NE,19,41
1818,12,5,18,18,22.0,0.0,0,95,0,70,N,14,41
1819,13,5,18,18,16.0,0.0,0,94,0,70,NE,14,41
1820,14,4,17,17,14.0,0.0,0,90,0,70,NE,10,41
1821,15,2,18,18,17.0,0.0,0,88,0,5,N,9,41
1822,16,2,18,18,27.0,0.0,0,94,0,5,N,12,41
1823,17,5,18,18,23.0,0.0,0,100,0,5,N,17,41
1824,18,2,17,17,14.0,0.0,0,100,0,5,N,14,41
1825,19,2,17,17,18.0,0.0,0,100,0,5,N,9,41
1826,20,4,17,17,20.0,0.0,0,100,0,5,N,12,41
1827,21,6,17,17,19.0,0.0,0,100,0,5,N,13,41
1828,22,8,20,20,24.0,0.0,0,95,0,5,NE,11,41
1829,23,8,22,22,34.0,0.0,0,85,0,5,SE,12,41
1830,24,8,24,24,31.0,0.0,0,75,0,5,SE,17,41
1831,25,4,26,26,21.0,0.0,0,72,0,5,N,12,41
1832,26,1,27,28,36.0,0.0,0,65,0,5,N,14,41
1833,27,7,28,29,40.0,0.1,0,60,0,50,N,23,41
1834,28,7,29,30,35.0,0.1,0,55,0,50,N,26,41
1835,29,7,31,34,28.0,0.1,0,57,0,50,NE,21,41
1836,30,7,30,32,24.0,0.1,0,56,0,50,NE,16,41
1837,31,7,29,31,11.0,0.1,0,60,0,50,N,16,41
1838,32,7,28,30,26.0,0.1,0,63,0,50,E,7,41
1839,33,6,26,26,5.0,0.0,0,63,0,10,SE,14,41
1840,34,6,24,24,14.0,0.0,0,70,0,10,NE,3,41
1841,35,1,22,22,12.0,0.0,0,76,0,10,N,9,41
1842,36,6,21,21,15.0,0.0,0,84,0,10,N,9,41
1843,37,2,20,20,13.0,0.0,0,86,0,10,N,9,41
1844,38,8,20,20,18.0,0.0,0,76,0,10,E,9,41
1845,39,8,19,19,37.0,0.0,0,78,0,0,S,12,41
1846,40,4,19,19,9.0,0.0,0,78,0,0,E,21,41
1847,41,2,18,18,23.0,0.0,0,85,0,0,E,5,41
1848,42,6,18,18,19.0,0.0,0,89,0,0,N,11,41
1849,43,4,18,18,13.0,0.0,0,89,0,0,N,13,41
1850,44,4,17,17,10.0,0.0,0,94,0,0,N,6,41
1851,1,3,24,24,15.0,0.1,0,67,0,70,E,8,42
1852,2,3,25,25,19.0,0.1,0,59,0,70,E,7,42
1853,3,1,27,28,19.0,0.0,0,53,0,75,SE,8,42
1854,4,1,28,28,20.0,0.0,0,46,0,75,S,8,42
1855,5,2,26,26,41.0,0.0,0,47,0,75,SO,11,42
1856,6,3,25,25,10.0,0.1,0,51,0,75,S,26,42
1857,7,2,26,26,58.0,0.0,0,56,0,75,O,5,42
1858,8,4,24,24,17.0,0.0,0,52,0,75,O,34,42
1859,9,4,22,22,23.0,0.0,0,51,0,65,NE,11,42
1860,10,1,21,21,22.0,0.0,0,75,0,65,NE,11,42
1861,11,2,20,20,23.0,0.0,0,84,0,65,NE,9,42
1862,12,12,20,20,32.0,2.0,0,82,0,65,E,14,42
1863,13,7,19,19,27.0,1.0,0,87,0,65,E,23,42
1864,14,5,19,19,15.0,0.0,0,91,0,65,E,16,42
1865,15,6,18,18,24.0,0.0,0,97,0,20,N,10,42
1866,16,6,18,18,20.0,0.0,0,96,0,20,NE,16,42
1867,17,6,18,18,16.0,0.0,0,96,0,20,NE,11,42
1868,18,6,18,18,19.0,0.0,0,100,0,20,NE,11,42
1869,19,4,18,18,31.0,0.0,0,100,0,20,NE,13,42
1870,20,5,17,17,15.0,0.0,0,100,0,20,NE,17,42
1871,21,8,17,17,25.0,0.0,0,100,0,25,NE,11,42
1872,22,8,19,19,22.0,0.0,0,97,0,25,NE,17,42
1873,23,8,22,22,24.0,0.0,0,87,0,25,E,13,42
1874,24,8,24,24,22.0,0.0,0,78,0,25,SE,17,42
1875,25,2,25,25,25.0,0.0,0,59,0,25,NE,5,42
1876,26,1,26,26,37.0,0.0,0,52,0,25,N,11,42
1877,27,2,28,28,22.0,0.0,0,50,0,55,N,20,42
1878,28,9,28,28,16.0,0.1,0,50,0,55,NE,12,42
1879,29,6,29,29,16.0,0.0,0,47,0,55,NE,8,42
1880,30,2,30,31,15.0,0.0,0,50,0,55,NE,9,42
1881,31,6,27,28,15.0,0.0,0,61,0,55,NE,8,42
1882,32,6,23,23,16.0,0.0,0,70,0,55,N,10,42
1883,33,6,24,24,10.0,0.0,0,79,0,25,NE,10,42
1884,34,1,23,23,12.0,0.0,0,84,0,25,NE,7,42
1885,35,6,22,22,20.0,0.0,0,87,0,25,NE,8,42
1886,36,8,21,21,20.0,0.0,0,88,0,25,E,12,42
1887,37,2,20,20,14.0,0.0,0,85,0,25,E,13,42
1888,38,2,20,20,9.0,0.0,0,87,0,25,E,9,42
1889,39,8,19,19,14.0,0.0,0,87,0,5,NE,6,42
1890,40,6,19,19,14.0,0.0,0,89,0,5,E,10,42
1891,41,5,18,18,15.0,0.0,0,91,0,5,NE,9,42
1892,42,6,18,18,13.0,0.0,0,91,0,5,N,11,42
1893,43,5,17,17,16.0,0.0,0,90,0,5,N,10,42
1894,44,1,17,17,16.0,0.0,0,91,0,5,E,12,42
1895,1,2,24,24,27.0,0.0,0,65,0,70,E,10,43
1896,2,2,25,25,28.0,0.0,0,53,0,70,SE,13,43
1897,3,8,25,25,31.0,0.0,0,52,0,70,S,14,43
1898,4,8,23,23,29.0,0.0,0,59,0,70,SE,16,43
1899,5,8,26,26,29.0,0.0,0,45,0,70,SE,15,43
1900,6,3,26,26,37.0,0.1,0,45,0,70,S,15,43
1901,7,1,26,26,32.0,0.0,0,53,0,70,S,21,43
1902,8,6,19,19,11.0,0.0,0,47,0,70,SE,11,43
1903,9,1,20,20,15.0,0.0,0,51,0,65,NE,5,43
1904,10,8,19,19,8.0,0.0,0,58,0,65,N,5,43
1905,11,6,19,19,13.0,0.0,0,66,0,65,SO,4,43
1906,12,7,18,18,12.0,0.1,0,69,0,65,NE,8,43
1907,13,2,18,18,18.0,0.0,0,72,0,65,E,7,43
1908,14,6,17,17,8.0,0.0,0,74,0,65,NE,7,43
1909,15,1,17,17,4.0,0.0,0,76,0,15,NO,4,43
1910,16,1,17,17,3.0,0.0,0,76,0,15,N,2,43
1911,17,2,17,17,7.0,0.0,0,75,0,15,NO,2,43
1912,18,4,17,17,16.0,0.0,0,80,0,15,NE,4,43
1913,19,6,17,17,20.0,0.0,0,88,0,15,E,10,43
1914,20,5,17,17,24.0,0.0,0,96,0,15,E,12,43
1915,21,5,17,17,13.0,0.0,0,97,0,60,E,13,43
1916,22,6,19,19,26.0,0.0,0,88,0,60,E,7,43
1917,23,8,21,21,30.0,0.0,0,78,0,60,E,14,43
1918,24,8,23,23,28.0,0.0,0,71,0,60,E,16,43
1919,25,10,24,24,41.0,3.0,0,68,0,60,E,14,43
1920,26,7,25,25,19.0,2.0,0,55,0,60,E,24,43
1921,27,1,26,26,21.0,0.0,0,45,0,60,NO,11,43
1922,28,1,27,27,15.0,0.0,0,46,0,60,E,11,43
1923,29,7,28,28,13.0,0.1,0,42,0,60,SO,6,43
1924,30,1,28,28,11.0,0.0,0,43,0,60,SO,5,43
1925,31,1,27,27,23.0,0.0,0,46,0,60,S,4,43
1926,32,1,25,25,17.0,0.0,0,47,0,60,E,12,43
1927,33,5,24,24,13.0,0.0,0,53,0,20,E,8,43
1928,34,6,23,23,14.0,0.0,0,68,0,20,NE,8,43
1929,35,6,21,21,14.0,0.0,0,83,0,20,NE,9,43
1930,36,6,19,19,14.0,0.0,0,83,0,20,NE,9,43
1931,37,2,19,19,15.0,0.0,0,84,0,20,NE,8,43
1932,38,4,18,18,18.0,0.0,0,87,0,20,E,9,43
1933,39,8,18,18,16.0,0.0,0,86,0,0,E,11,43
1934,40,6,18,18,17.0,0.0,0,87,0,0,E,9,43
1935,41,6,17,17,12.0,0.0,0,86,0,0,E,10,43
1936,42,5,17,17,10.0,0.0,0,89,0,0,NE,7,43
1937,43,6,17,17,9.0,0.0,0,84,0,0,N,6,43
1938,44,1,17,17,8.0,0.0,0,80,0,0,N,6,43
1939,45,15,23,23,24.0,0.1,0,72,0,70,E,9,44
1940,1,15,25,25,27.0,0.1,0,64,0,70,E,12,44
1941,2,7,26,26,25.0,0.1,0,58,0,70,E,14,44
1942,3,8,26,26,26.0,0.0,0,54,0,75,SE,13,44
1943,4,8,24,24,26.0,0.0,0,57,0,75,SE,14,44
1944,5,8,25,25,29.0,0.0,0,48,0,75,SE,13,44
1945,6,7,27,27,43.0,0.1,0,43,0,75,S,15,44
1946,7,1,27,28,30.0,0.0,0,64,0,75,S,27,44
1947,8,7,20,20,14.0,0.2,0,61,0,75,E,7,44
1948,9,7,21,21,13.0,0.1,0,64,0,65,N,9,44
1949,10,14,20,20,11.0,0.1,0,58,0,65,N,9,44
1950,11,14,19,19,13.0,0.1,0,71,0,65,NO,8,44
1951,12,7,19,19,16.0,0.1,0,70,0,65,NE,7,44
1952,13,14,18,18,30.0,0.1,0,73,0,65,E,10,44
1953,14,7,18,18,26.0,0.1,0,74,0,65,NE,18,44
1954,15,6,18,18,7.0,0.0,0,75,0,20,NE,14,44
1955,16,8,18,18,11.0,0.0,0,74,0,20,N,4,44
1956,17,2,18,18,20.0,0.0,0,78,0,20,NE,7,44
1957,18,4,18,18,24.0,0.0,0,81,0,20,NE,12,44
1958,19,6,18,18,24.0,0.0,0,88,0,20,NE,14,44
1959,20,5,17,17,23.0,0.0,0,94,0,20,NE,14,44
1960,21,6,17,17,23.0,0.0,0,98,0,40,NE,14,44
1961,22,4,19,19,27.0,0.0,0,87,0,40,NE,15,44
1962,23,8,22,22,31.0,0.0,0,79,0,40,E,15,44
1963,24,8,24,24,24.0,0.0,0,70,0,40,E,18,44
1964,25,8,25,25,34.0,0.0,0,72,0,40,E,15,44
1965,26,13,26,26,34.0,0.0,0,55,0,40,E,10,44
1966,27,7,27,27,15.0,0.1,0,46,0,60,N,10,44
1967,28,1,28,28,18.0,0.0,0,45,0,60,E,7,44
1968,29,7,28,28,16.0,0.1,0,40,0,60,SE,8,44
1969,30,1,29,29,21.0,0.0,0,40,0,60,SE,4,44
1970,31,1,27,27,22.0,0.0,0,44,0,60,E,11,44
1971,32,1,26,26,18.0,0.0,0,51,0,60,NE,12,44
1972,33,5,24,24,15.0,0.0,0,61,0,20,NE,9,44
