,indice_fecha,indice_estado_cielo,temp._(°c),sen._térmica_(°c),racha_máx._(km/h),precipitación_(mm),nieve_(mm),humedad_relativa_(%),prob._de_nieve_(%),prob._de_tormenta_(%),dirección_viento,velocidad_del_viento,indice_municipio
2517,5,3,27,27,14.0,1.0,0,42,0,70,S,8,57
2518,6,8,28,29,14.0,0.0,0,57,0,70,NE,9,57
2519,7,3,25,25,19.0,1.0,0,64,0,70,NE,7,57
2520,8,7,23,23,22.0,0.1,0,80,0,70,E,13,57
2521,9,7,20,20,27.0,0.1,0,90,0,70,NE,15,57
2522,10,14,19,19,29.0,0.1,0,84,0,70,N,19,57
2523,11,14,19,19,22.0,0.1,0,80,0,70,N,20,57
2524,12,17,19,19,17.0,0.1,0,95,0,70,NE,14,57
2525,13,14,18,18,18.0,0.1,0,99,0,70,NE,11,57
2526,14,7,18,18,26.0,0.1,0,98,0,70,NE,13,57
2527,15,2,18,18,25.0,0.0,0,96,0,5,NE,17,57
2528,16,8,18,18,29.0,0.0,0,97,0,5,NE,18,57
2529,17,8,18,18,29.0,0.0,0,94,0,5,NE,20,57
2530,18,5,18,18,26.0,0.0,0,97,0,5,NE,20,57
2531,19,2,18,18,24.0,0.0,0,100,0,5,NE,17,57
2532,20,2,18,18,25.0,0.0,0,100,0,5,NE,16,57
2533,21,2,17,17,27.0,0.0,0,100,0,10,NE,17,57
2534,22,2,19,19,23.0,0.0,0,95,0,10,NE,18,57
2535,23,8,21,21,43.0,0.0,0,87,0,10,E,13,57
2536,24,8,23,23,27.0,0.0,0,76,0,10,SE,29,57
2537,25,1,25,25,27.0,0.0,0,67,0,10,NE,19,57
2538,26,1,26,26,30.0,0.0,0,61,0,10,N,19,57
2539,27,8,27,28,41.0,0.0,0,57,0,45,NE,19,57
2540,28,4,28,28,33.0,0.0,0,46,0,45,NE,26,57
2541,29,6,29,29,32.0,0.0,0,40,0,45,NE,21,57
2542,30,2,30,30,28.0,0.0,0,42,0,45,E,19,57
2543,31,5,28,28,26.0,0.0,0,47,0,45,E,15,57
2544,32,6,27,28,26.0,0.0,0,55,0,45,NE,15,57
2545,33,2,25,25,22.0,0.0,0,59,0,10,E,16,57
2546,34,1,24,24,22.0,0.0,0,62,0,10,SE,12,57
2547,35,1,22,22,19.0,0.0,0,69,0,10,NE,15,57
2548,36,5,21,21,22.0,0.0,0,77,0,10,NE,12,57
2549,37,6,20,20,26.0,0.0,0,83,0,10,NE,15,57
2550,38,8,20,20,25.0,0.0,0,76,0,10,E,17,57
2551,39,2,20,20,33.0,0.0,0,73,0,0,E,17,57
2552,40,8,19,19,24.0,0.0,0,77,0,0,E,22,57
2553,41,6,19,19,26.0,0.0,0,75,0,0,E,15,57
2554,42,2,18,18,23.0,0.0,0,78,0,0,NE,16,57
2555,43,5,18,18,17.0,0.0,0,78,0,0,NE,16,57
2556,44,1,18,18,16.0,0.0,0,81,0,0,NE,9,57
2557,45,8,22,22,14.0,0.0,0,76,0,70,E,7,58
2558,1,8,24,24,13.0,0.0,0,68,0,70,E,7,58
2559,2,8,25,25,18.0,0.0,0,59,0,70,E,6,58
2560,3,1,27,28,18.0,0.0,0,53,0,80,SE,8,58
2561,4,1,28,28,22.0,0.0,0,46,0,80,S,7,58
2562,5,8,26,26,15.0,0.0,0,54,0,80,O,13,58
2563,6,3,25,25,9.0,0.4,0,56,0,80,NO,3,58
2564,7,2,26,26,55.0,0.0,0,62,0,80,O,5,58
2565,8,6,24,24,18.0,0.0,0,57,0,80,O,34,58
2566,9,8,22,22,25.0,0.0,0,52,0,65,NE,12,58
2567,10,8,21,21,23.0,0.0,0,82,0,65,N,11,58
2568,11,6,20,20,12.0,0.0,0,81,0,65,NE,9,58
2569,12,14,20,20,25.0,0.2,0,84,0,65,SE,1,58
2570,13,14,19,19,17.0,0.4,0,86,0,65,E,18,58
2571,14,5,19,19,16.0,0.0,0,85,0,65,E,3,58
2572,15,6,18,18,25.0,0.0,0,94,0,20,NO,11,58
2573,16,6,18,18,20.0,0.0,0,91,0,20,NE,17,58
2574,17,2,18,18,16.0,0.0,0,93,0,20,N,13,58
2575,18,8,18,18,16.0,0.0,0,94,0,20,N,10,58
2576,19,8,18,18,31.0,0.0,0,97,0,20,NE,11,58
2577,20,5,17,17,13.0,0.0,0,100,0,20,NE,17,58
2578,21,8,17,17,20.0,0.0,0,100,0,30,NE,9,58
2579,22,8,19,19,21.0,0.0,0,99,0,30,E,14,58
2580,23,8,22,22,20.0,0.0,0,87,0,30,E,11,58
2581,24,8,24,24,18.0,0.0,0,78,0,30,E,12,58
2582,25,8,25,25,23.0,0.0,0,63,0,30,E,8,58
2583,26,1,27,28,32.0,0.0,0,53,0,30,N,12,58
2584,27,1,28,28,17.0,0.0,0,50,0,45,N,20,58
2585,28,2,29,30,12.0,0.0,0,50,0,45,N,10,58
2586,29,6,29,29,12.0,0.0,0,47,0,45,NE,5,58
2587,30,6,30,31,11.0,0.0,0,49,0,45,NE,6,58
2588,31,6,28,29,14.0,0.0,0,56,0,45,NE,4,58
2589,32,6,26,26,17.0,0.0,0,64,0,45,N,8,58
2590,33,6,24,24,9.0,0.0,0,72,0,30,NE,10,58
2591,34,1,23,23,9.0,0.0,0,79,0,30,NE,5,58
2592,35,6,22,22,19.0,0.0,0,83,0,30,NE,6,58
2593,36,8,21,21,18.0,0.0,0,83,0,30,E,11,58
2594,37,2,21,21,14.0,0.0,0,84,0,30,E,12,58
2595,38,2,20,20,12.0,0.0,0,81,0,30,E,9,58
2596,39,8,19,19,13.0,0.0,0,78,0,5,N,8,58
2597,40,6,19,19,14.0,0.0,0,81,0,5,E,9,58
2598,41,5,18,18,17.0,0.0,0,85,0,5,NE,10,58
2599,42,6,18,18,8.0,0.0,0,89,0,5,NE,12,58
2600,43,5,18,18,12.0,0.0,0,92,0,5,N,5,58
2601,44,1,17,17,14.0,0.0,0,87,0,5,E,9,58
2602,1,7,24,24,18.0,0.1,0,60,0,75,SE,6,59
2603,2,7,26,26,23.0,0.1,0,52,0,75,SE,7,59
2604,3,8,28,28,31.0,0.0,0,45,0,80,SE,10,59
2605,4,3,27,27,36.0,0.1,0,45,0,80,S,17,59
2606,5,8,28,28,32.0,0.0,0,43,0,80,S,22,59
2607,6,6,28,28,28.0,0.0,0,41,0,80,S,19,59
2608,7,6,26,26,29.0,0.0,0,41,0,80,S,16,59
2609,8,6,25,25,24.0,0.0,0,45,0,80,S,17,59
2610,9,7,23,23,32.0,0.1,0,48,0,65,S,13,59
2611,10,7,22,22,28.0,0.1,0,58,0,65,N,21,59
2612,11,17,21,21,25.0,0.1,0,67,0,65,NE,18,59
2613,12,7,20,20,25.0,0.1,0,75,0,65,NE,17,59
2614,13,9,20,20,19.0,0.1,0,74,0,65,NE,16,59
2615,14,7,19,19,16.0,0.1,0,75,0,65,NE,13,59
2616,15,2,19,19,47.0,0.0,0,91,0,0,E,11,59
2617,16,6,19,19,46.0,0.0,0,98,0,0,SE,32,59
2618,17,6,19,19,44.0,0.0,0,98,0,0,SE,31,59
2619,18,4,18,18,41.0,0.0,0,100,0,0,SE,30,59
2620,19,2,18,18,41.0,0.0,0,100,0,0,SE,27,59
2621,20,6,18,18,36.0,0.0,0,100,0,0,SE,28,59
2622,21,8,18,18,24.0,0.0,0,100,0,15,SE,22,59
2623,22,2,20,20,44.0,0.0,0,88,0,15,E,15,59
2624,23,4,22,22,48.0,0.0,0,75,0,15,SE,30,59
2625,24,5,24,24,35.0,0.0,0,65,0,15,SE,27,59
2626,25,6,26,26,27.0,0.0,0,56,0,15,NE,21,59
2627,26,8,27,28,25.0,0.0,0,52,0,15,E,13,59
2628,27,6,29,30,19.0,0.0,0,52,0,70,SE,15,59
2629,28,8,30,31,22.0,0.0,0,47,0,70,NE,11,59
2630,29,6,30,30,24.0,0.0,0,46,0,70,NE,11,59
2631,30,6,31,32,30.0,0.0,0,48,0,70,E,14,59
2632,31,8,28,28,33.0,0.0,0,46,0,70,E,18,59
2633,32,3,26,26,18.0,0.4,0,56,0,70,E,18,59
2634,33,1,24,24,16.0,0.0,0,72,0,20,E,7,59
2635,34,5,23,23,12.0,0.0,0,74,0,20,E,11,59
2636,35,2,22,22,20.0,0.0,0,78,0,20,NE,8,59
2637,36,2,21,21,8.0,0.0,0,73,0,20,NE,14,59
2638,37,1,21,21,20.0,0.0,0,71,0,20,SE,5,59
2639,38,8,21,21,47.0,0.0,0,72,0,20,E,11,59
2640,39,8,20,20,55.0,0.0,0,79,0,5,SE,33,59
2641,40,8,20,20,38.0,0.0,0,75,0,5,SE,37,59
2642,41,8,19,19,13.0,0.0,0,83,0,5,SE,21,59
2643,42,8,18,18,14.0,0.0,0,90,0,5,N,10,59
2644,43,1,18,18,9.0,0.0,0,88,0,5,E,10,59
2645,44,4,18,18,7.0,0.0,0,88,0,5,E,7,59
2646,1,14,23,23,27.0,0.1,0,62,0,70,E,10,60
2647,2,14,24,24,25.0,0.1,0,53,0,70,SE,13,60
2648,3,8,25,25,29.0,0.0,0,52,0,70,SE,13,60
2649,4,4,24,24,28.0,0.0,0,53,0,70,S,16,60
2650,5,2,25,25,30.0,0.0,0,46,0,70,S,15,60
2651,6,8,27,27,52.0,0.0,0,41,0,70,S,15,60
2652,7,1,23,23,25.0,0.0,0,57,0,70,S,32,60
2653,8,7,19,19,21.0,0.1,0,56,0,70,E,4,60
2654,9,7,20,20,17.0,0.1,0,55,0,65,N,13,60
2655,10,7,20,20,11.0,0.1,0,52,0,65,N,10,60
2656,11,14,19,19,13.0,0.1,0,57,0,65,N,8,60
2657,12,17,18,18,13.0,0.1,0,66,0,65,N,8,60
2658,13,9,18,18,20.0,0.1,0,73,0,65,N,9,60
2659,14,7,18,18,15.0,0.1,0,72,0,65,N,13,60
2660,15,1,17,17,11.0,0.0,0,77,0,15,N,8,60
2661,16,2,18,18,10.0,0.0,0,72,0,15,N,7,60
2662,17,2,18,18,10.0,0.0,0,73,0,15,N,7,60
2663,18,4,17,17,11.0,0.0,0,79,0,15,N,6,60
2664,19,4,17,17,13.0,0.0,0,85,0,15,NE,7,60
2665,20,5,17,17,14.0,0.0,0,92,0,15,NE,8,60
2666,21,5,17,17,14.0,0.0,0,96,0,35,NE,8,60
2667,22,2,19,19,24.0,0.0,0,87,0,35,NE,8,60
2668,23,8,21,21,29.0,0.0,0,78,0,35,E,14,60
2669,24,8,23,23,22.0,0.0,0,71,0,35,E,17,60
2670,25,8,24,24,45.0,0.0,0,71,0,35,E,12,60
2671,26,13,26,26,29.0,0.0,0,57,0,35,SE,18,60
2672,27,1,27,27,21.0,0.0,0,47,0,55,N,11,60
2673,28,1,27,27,14.0,0.0,0,47,0,55,E,9,60
2674,29,1,28,28,14.0,0.0,0,39,0,55,SE,5,60
2675,30,7,28,28,20.0,0.1,0,39,0,55,N,1,60
2676,31,1,26,26,21.0,0.0,0,42,0,55,E,10,60
2677,32,7,25,25,18.0,0.1,0,51,0,55,E,11,60
2678,33,5,23,23,12.0,0.0,0,55,0,20,NE,8,60
2679,34,1,21,21,15.0,0.0,0,64,0,20,N,6,60
2680,35,1,20,20,8.0,0.0,0,75,0,20,N,10,60
2681,36,6,19,19,11.0,0.0,0,76,0,20,N,5,60
2682,37,4,18,18,9.0,0.0,0,76,0,20,N,7,60
2683,38,2,19,19,9.0,0.0,0,84,0,20,N,7,60
2684,39,2,19,19,7.0,0.0,0,82,0,0,N,5,60
2685,40,5,18,18,11.0,0.0,0,81,0,0,NE,5,60
2686,41,6,18,18,11.0,0.0,0,80,0,0,E,6,60
2687,42,5,18,18,13.0,0.0,0,81,0,0,N,7,60
2688,43,6,17,17,12.0,0.0,0,86,0,0,N,9,60
2689,44,1,17,17,8.0,0.0,0,84,0,0,N,8,60
2690,1,2,22,22,24.0,0.0,0,70,0,75,SE,7,61
2691,2,1,24,24,27.0,0.0,0,65,0,75,SE,11,61
2692,3,7,24,24,29.0,0.1,0,58,0,80,SE,12,61
2693,4,7,23,23,30.0,0.1,0,60,0,80,S,14,61
2694,5,7,22,22,26.0,0.1,0,62,0,80,S,15,61
2695,6,11,23,23,47.0,0.1,0,59,0,80,S,12,61
2696,7,7,21,21,24.0,0.1,0,63,0,80,S,26,61
2697,8,7,20,20,17.0,0.1,0,59,0,80,S,13,61
2698,9,5,19,19,15.0,0.0,0,45,0,60,O,7,61
2699,10,1,18,18,6.0,0.0,0,62,0,60,E,8,61
2700,11,1,17,17,4.0,0.0,0,66,0,60,SE,4,61
2701,12,4,16,16,9.0,0.0,0,70,0,60,O,3,61
2702,13,21,16,16,11.0,2.0,0,72,0,60,S,2,61
2703,14,17,15,15,8.0,0.2,0,100,0,60,N,5,61
2704,15,2,15,15,4.0,0.0,0,100,0,10,S,5,61
2705,16,4,14,14,8.0,0.0,0,100,0,10,SE,1,61
2706,17,4,14,14,11.0,0.0,0,100,0,10,O,5,61
2707,18,8,13,13,11.0,0.0,0,100,0,10,SO,7,61
2708,19,8,13,13,8.0,0.0,0,100,0,10,SO,7,61
2709,20,8,13,13,6.0,0.0,0,100,0,10,SO,5,61
2710,21,5,13,13,8.0,0.0,0,100,0,75,O,4,61
2711,22,5,15,15,9.0,0.0,0,100,0,75,SO,4,61
2712,23,8,18,18,22.0,0.0,0,89,0,75,O,1,61
2713,24,16,21,21,35.0,2.0,0,78,0,75,SE,12,61
2714,25,16,22,22,39.0,14.0,0,73,0,75,SE,17,61
2715,26,3,24,24,22.0,1.0,0,55,0,75,S,16,61
2716,27,7,25,25,10.0,0.1,0,52,0,70,N,14,61
2717,28,1,26,26,13.0,0.0,0,45,0,70,SO,5,61
2718,29,1,26,26,11.0,0.0,0,46,0,70,N,5,61
2719,30,1,26,26,19.0,0.0,0,44,0,70,NE,4,61
2720,31,6,25,25,17.0,0.0,0,45,0,70,SE,10,61
2721,32,1,24,24,9.0,0.0,0,51,0,70,SE,8,61
2722,33,1,23,23,2.0,0.0,0,63,0,30,SE,4,61
2723,34,6,21,21,5.0,0.0,0,77,0,30,O,1,61
2724,35,6,19,19,5.0,0.0,0,85,0,30,SO,3,61
2725,36,4,17,17,7.0,0.0,0,91,0,30,S,4,61
2726,37,8,17,17,9.0,0.0,0,90,0,30,SO,5,61
2727,38,6,16,16,4.0,0.0,0,96,0,30,S,6,61
2728,39,6,16,16,5.0,0.0,0,100,0,0,S,2,61
2729,40,6,16,16,4.0,0.0,0,92,0,0,S,3,61
2730,41,6,14,14,2.0,0.0,0,100,0,0,C,0,61
2731,42,5,14,14,7.0,0.0,0,100,0,0,O,2,61
2732,43,6,15,15,10.0,0.0,0,95,0,0,SO,4,61
2733,44,1,14,14,2.0,0.0,0,100,0,0,SO,6,61
2734,1,1,22,22,24.0,0.0,0,69,0,75,SE,4,62
2735,2,1,24,24,29.0,0.0,0,56,0,75,SE,11,62
2736,3,4,23,23,34.0,0.0,0,58,0,80,SE,15,62
2737,4,1,24,24,34.0,0.0,0,53,0,80,SE,18,62
2738,5,6,22,22,31.0,0.0,0,59,0,80,S,19,62
2739,6,8,23,23,33.0,0.0,0,56,0,80,S,16,62
2740,7,7,21,21,22.0,0.1,0,60,0,80,S,20,62
2741,8,1,19,19,24.0,0.0,0,63,0,80,S,12,62
2742,9,5,19,19,13.0,0.0,0,45,0,55,SO,12,62
2743,10,1,18,18,8.0,0.0,0,53,0,55,NE,7,62
2744,11,1,17,17,9.0,0.0,0,58,0,55,NO,4,62
2745,12,5,16,16,7.0,0.0,0,66,0,55,NO,6,62
2746,13,14,16,16,10.0,0.2,0,72,0,55,SO,5,62
2747,14,7,15,15,9.0,0.1,0,90,0,55,S,5,62
2748,15,8,14,14,13.0,0.0,0,90,0,15,NO,4,62
2749,16,6,14,14,9.0,0.0,0,92,0,15,N,8,62
2750,17,6,13,13,11.0,0.0,0,99,0,15,NO,5,62
2751,18,2,13,13,9.0,0.0,0,100,0,15,NO,7,62
2752,19,8,13,13,4.0,0.0,0,100,0,15,NO,6,62
2753,20,8,13,13,8.0,0.0,0,100,0,15,NO,3,62
2754,21,5,13,13,10.0,0.0,0,100,0,75,NO,5,62
2755,22,5,15,15,18.0,0.0,0,100,0,75,NO,4,62
2756,23,8,18,18,19.0,0.0,0,88,0,75,SE,6,62
2757,24,3,20,20,33.0,1.0,0,77,0,75,SE,10,62
2758,25,16,22,22,33.0,15.0,0,77,0,75,SE,16,62
2759,26,3,24,24,18.0,1.0,0,59,0,75,S,8,62
2760,27,7,25,25,15.0,0.1,0,50,0,70,N,12,62
2761,28,1,26,26,10.0,0.0,0,50,0,70,S,8,62
2762,29,1,26,26,9.0,0.0,0,48,0,70,NE,2,62
2763,30,1,26,26,10.0,0.0,0,49,0,70,E,3,62
2764,31,6,25,25,18.0,0.0,0,49,0,70,E,4,62
2765,32,1,24,24,9.0,0.0,0,48,0,70,SE,9,62
2766,33,6,23,23,12.0,0.0,0,59,0,20,S,4,62
2767,34,5,21,21,13.0,0.0,0,66,0,20,NO,8,62
2768,35,6,19,19,10.0,0.0,0,71,0,20,NO,9,62
2769,36,4,17,17,9.0,0.0,0,84,0,20,NO,8,62
2770,37,8,17,17,7.0,0.0,0,89,0,20,O,7,62
2771,38,6,16,16,10.0,0.0,0,95,0,20,O,4,62
2772,39,6,15,15,7.0,0.0,0,98,0,0,SO,5,62
2773,40,6,14,14,5.0,0.0,0,95,0,0,O,4,62
2774,41,6,13,13,10.0,0.0,0,99,0,0,NO,4,62
2775,42,5,14,14,8.0,0.0,0,100,0,0,NO,7,62
2776,43,6,14,14,5.0,0.0,0,98,0,0,NO,4,62
2777,44,1,14,14,4.0,0.0,0,99,0,0,NE,4,62
2778,1,4,23,23,23.0,0.0,0,68,0,75,S,8,63
2779,2,1,26,26,28.0,0.0,0,56,0,75,S,11,63
2780,3,8,25,25,32.0,0.0,0,56,0,85,S,14,63
2781,4,1,25,25,33.0,0.0,0,52,0,85,S,17,63
2782,5,1,24,24,28.0,0.0,0,56,0,85,S,19,63
2783,6,8,22,22,32.0,0.0,0,60,0,85,S,14,63
2784,7,7,21,21,21.0,0.1,0,63,0,85,SE,18,63
2785,8,1,20,20,33.0,0.0,0,55,0,85,S,11,63
2786,9,5,20,20,13.0,0.0,0,54,0,55,SE,10,63
2787,10,1,19,19,9.0,0.0,0,56,0,55,NE,8,63
2788,11,1,18,18,10.0,0.0,0,64,0,55,NE,3,63
2789,12,6,17,17,9.0,0.0,0,64,0,55,NO,6,63
2790,13,14,16,16,9.0,0.2,0,63,0,55,NO,3,63
2791,14,7,16,16,12.0,1.0,0,81,0,55,S,2,63
2792,15,2,15,15,12.0,0.0,0,94,0,15,NO,4,63
2793,16,6,15,15,10.0,0.0,0,100,0,15,N,8,63
2794,17,5,14,14,8.0,0.0,0,100,0,15,NO,6,63
2795,18,2,12,12,4.0,0.0,0,100,0,15,NO,5,63
2796,19,8,12,12,7.0,0.0,0,100,0,15,NO,3,63
2797,20,4,12,12,9.0,0.0,0,100,0,15,NO,5,63
2798,21,5,12,12,9.0,0.0,0,100,0,65,NO,6,63
2799,22,5,15,15,15.0,0.0,0,100,0,65,NO,5,63
2800,23,8,18,18,22.0,0.0,0,92,0,65,S,5,63
2801,24,10,22,22,37.0,3.0,0,79,0,65,S,12,63
2802,25,10,23,23,19.0,12.0,0,71,0,65,SE,16,63
2803,26,9,25,25,17.0,2.0,0,59,0,65,E,5,63
2804,27,7,26,26,11.0,0.1,0,47,0,70,NO,11,63
2805,28,1,27,27,8.0,0.0,0,50,0,70,NE,2,63
2806,29,1,27,27,11.0,0.0,0,45,0,70,S,2,63
2807,30,1,27,27,14.0,0.0,0,44,0,70,S,5,63
2808,31,6,26,26,18.0,0.0,0,44,0,70,S,8,63
2809,32,1,25,25,15.0,0.0,0,48,0,70,S,11,63
2810,33,1,24,24,5.0,0.0,0,60,0,20,S,8,63
2811,34,5,22,22,7.0,0.0,0,72,0,20,O,3,63
2812,35,6,20,20,8.0,0.0,0,79,0,20,N,5,63
2813,36,2,17,17,7.0,0.0,0,88,0,20,N,6,63
2814,37,8,17,17,6.0,0.0,0,90,0,20,NO,5,63
2815,38,6,16,16,6.0,0.0,0,96,0,20,NO,4,63
2816,39,5,16,16,4.0,0.0,0,95,0,0,O,2,63
2817,40,6,15,15,4.0,0.0,0,98,0,0,N,2,63
2818,41,5,14,14,4.0,0.0,0,97,0,0,NE,2,63
2819,42,5,13,13,7.0,0.0,0,98,0,0,NE,3,63
2820,43,6,14,14,9.0,0.0,0,93,0,0,NO,5,63
2821,44,1,13,13,9.0,0.0,0,97,0,0,N,6,63
2822,1,7,25,25,18.0,0.1,0,58,0,65,E,9,64
2823,2,7,27,27,18.0,0.1,0,49,0,65,E,8,64
2824,3,1,26,26,18.0,0.0,0,49,0,70,E,8,64
2825,4,8,27,27,15.0,0.0,0,47,0,70,SE,7,64
2826,5,15,27,27,28.0,0.6,0,43,0,70,S,6,64
2827,6,8,28,29,11.0,0.0,0,57,0,70,E,8,64
2828,7,8,25,25,38.0,0.0,0,60,0,70,NE,5,64
2829,8,5,23,23,13.0,0.0,0,64,0,70,N,11,64
2830,9,17,21,21,21.0,0.1,0,70,0,70,NE,8,64
2831,10,9,20,20,26.0,0.1,0,68,0,70,NE,13,64
2832,11,17,20,20,27.0,0.1,0,71,0,70,N,17,64
2833,12,17,19,19,14.0,0.1,0,82,0,70,N,15,64
2834,13,14,19,19,15.0,0.1,0,87,0,70,NE,7,64
2835,14,7,19,19,22.0,0.1,0,90,0,70,NE,9,64
2836,15,2,19,19,27.0,0.0,0,90,0,10,NE,14,64
2837,16,2,18,18,25.0,0.0,0,85,0,10,N,17,64
2838,17,8,18,18,26.0,0.0,0,87,0,10,NE,16,64
2839,18,5,18,18,24.0,0.0,0,88,0,10,NE,16,64
2840,19,2,18,18,22.0,0.0,0,91,0,10,NE,15,64
2841,20,2,18,18,20.0,0.0,0,94,0,10,NE,13,64
2842,21,2,18,18,23.0,0.0,0,99,0,15,NE,12,64
2843,22,2,20,20,23.0,0.0,0,90,0,15,NE,14,64
2844,23,8,22,22,37.0,0.0,0,83,0,15,NE,14,64
2845,24,8,23,23,18.0,0.0,0,79,0,15,SE,22,64
2846,25,4,25,25,32.0,0.0,0,71,0,15,E,8,64
2847,26,1,26,26,28.0,0.0,0,57,0,15,NO,21,64
2848,27,8,27,28,35.0,0.0,0,55,0,45,NE,15,64
2849,28,2,28,28,28.0,0.0,0,50,0,45,NE,19,64
2850,29,6,29,29,27.0,0.0,0,47,0,45,NE,16,64
2851,30,8,30,30,24.0,0.0,0,46,0,45,NE,15,64
2852,31,5,28,29,23.0,0.0,0,52,0,45,NE,13,64
2853,32,6,26,26,18.0,0.0,0,63,0,45,NE,13,64
2854,33,2,25,25,13.0,0.0,0,73,0,20,NE,11,64
2855,34,1,23,23,19.0,0.0,0,78,0,20,NE,8,64
2856,35,1,22,22,16.0,0.0,0,82,0,20,NE,12,64
2857,36,5,21,21,15.0,0.0,0,90,0,20,NE,9,64
2858,37,4,21,21,17.0,0.0,0,89,0,20,E,9,64
2859,38,8,20,20,18.0,0.0,0,81,0,20,E,11,64
2860,39,2,20,20,28.0,0.0,0,79,0,0,E,12,64
2861,40,8,20,20,16.0,0.0,0,76,0,0,E,17,64
2862,41,6,19,19,21.0,0.0,0,76,0,0,E,10,64
2863,42,8,19,19,12.0,0.0,0,78,0,0,NE,14,64
2864,43,5,18,18,12.0,0.0,0,82,0,0,NE,7,64
2865,44,1,18,18,9.0,0.0,0,87,0,0,NE,7,64
2866,1,14,25,25,16.0,0.1,0,52,0,65,E,8,65
2867,2,7,27,27,18.0,0.1,0,46,0,65,E,6,65
2868,3,8,26,26,18.0,0.0,0,45,0,65,SE,7,65
2869,4,8,27,27,26.0,0.0,0,43,0,65,SE,8,65
2870,5,2,27,27,16.0,0.0,0,40,0,65,S,14,65
2871,6,4,28,28,19.0,0.0,0,44,0,65,E,9,65
2872,7,9,26,26,36.0,1.0,0,52,0,65,NE,5,65
2873,8,7,24,24,27.0,0.1,0,76,0,65,E,10,65
2874,9,1,21,21,28.0,0.0,0,84,0,70,NE,14,65
2875,10,6,20,20,29.0,0.0,0,80,0,70,NE,19,65
2876,11,6,19,19,23.0,0.0,0,73,0,70,N,19,65
2877,12,6,19,19,20.0,0.0,0,90,0,70,NE,15,65
2878,13,2,18,18,23.0,0.0,0,98,0,70,NE,13,65
2879,14,17,18,18,28.0,0.1,0,98,0,70,E,16,65
2880,15,6,18,18,26.0,0.0,0,95,0,5,NE,19,65
2881,16,8,18,18,31.0,0.0,0,96,0,5,NE,18,65
2882,17,8,18,18,32.0,0.0,0,93,0,5,NE,22,65
2883,18,5,18,18,28.0,0.0,0,96,0,5,NE,22,65
2884,19,2,18,18,26.0,0.0,0,100,0,5,NE,18,65
2885,20,8,17,17,27.0,0.0,0,100,0,5,NE,18,65
2886,21,8,17,17,26.0,0.0,0,100,0,10,NE,18,65
2887,22,8,19,19,25.0,0.0,0,95,0,10,NE,18,65
2888,23,8,21,21,41.0,0.0,0,86,0,10,E,15,65
2889,24,8,24,24,29.0,0.0,0,75,0,10,SE,28,65
2890,25,1,25,25,27.0,0.0,0,69,0,10,NE,20,65
2891,26,1,26,26,28.0,0.0,0,65,0,10,NE,18,65
2892,27,8,28,29,39.0,0.0,0,57,0,50,NE,18,65
2893,28,2,28,28,35.0,0.0,0,49,0,50,NE,25,65
2894,29,4,29,29,32.0,0.0,0,40,0,50,NE,22,65
2895,30,7,30,30,25.0,0.1,0,42,0,50,E,20,65
2896,31,5,29,29,25.0,0.0,0,47,0,50,E,14,65
2897,32,7,28,29,27.0,0.1,0,52,0,50,E,14,65
2898,33,8,26,26,26.0,0.0,0,57,0,10,E,17,65
2899,34,1,25,25,24.0,0.0,0,60,0,10,SE,14,65
2900,35,1,23,23,19.0,0.0,0,66,0,10,NE,16,65
2901,36,6,21,21,24.0,0.0,0,75,0,10,E,13,65
2902,37,2,21,21,28.0,0.0,0,78,0,10,NE,17,65
2903,38,8,20,20,30.0,0.0,0,76,0,10,E,19,65
2904,39,2,20,20,37.0,0.0,0,71,0,0,SE,21,65
2905,40,2,19,19,27.0,0.0,0,77,0,0,E,24,65
2906,41,6,19,19,22.0,0.0,0,76,0,0,E,19,65
2907,42,2,18,18,20.0,0.0,0,78,0,0,NE,13,65
2908,43,5,18,18,16.0,0.0,0,79,0,0,NE,12,65
2909,44,1,18,18,13.0,0.0,0,79,0,0,E,10,65
2910,1,1,22,22,19.0,0.0,0,72,0,70,E,8,66
2911,2,1,24,24,21.0,0.0,0,66,0,70,E,9,66
2912,3,1,26,26,20.0,0.0,0,58,0,75,SE,9,66
2913,4,1,25,25,24.0,0.0,0,57,0,75,SE,9,66
2914,5,8,24,24,23.0,0.0,0,57,0,75,S,11,66
2915,6,7,25,25,46.0,0.1,0,51,0,75,S,11,66
2916,7,3,23,23,65.0,0.4,0,53,0,75,S,17,66
2917,8,2,21,21,24.0,0.0,0,59,0,75,S,24,66
2918,9,8,20,20,20.0,0.0,0,49,0,65,O,15,66
2919,10,1,19,19,15.0,0.0,0,69,0,65,SE,12,66
2920,11,6,19,19,9.0,0.0,0,63,0,65,N,9,66
2921,12,2,18,18,13.0,0.0,0,69,0,65,N,6,66
2922,13,9,18,18,25.0,0.1,0,76,0,65,NE,9,66
2923,14,10,17,17,24.0,6.0,0,86,0,65,N,15,66
2924,15,13,17,17,8.0,0.0,0,100,0,15,N,16,66
2925,16,4,16,16,14.0,0.0,0,100,0,15,NO,4,66
2926,17,2,16,16,10.0,0.0,0,99,0,15,N,7,66
2927,18,8,16,16,11.0,0.0,0,100,0,15,NE,7,66
2928,19,8,16,16,11.0,0.0,0,100,0,15,NE,7,66
2929,20,4,16,16,13.0,0.0,0,100,0,15,NE,7,66
